id,author,pkg,version,elm_version,license,direct_dep_count,total_dep_count
7945,bartavelle,bartavelle/json-helpers,1.3.0,0.18.0,BSD-3-Clause,1,2
7946,elm-tools,elm-tools/documentation,1.0.0,0.18.0,BSD-3-Clause,2,4
7947,elm-lang,elm-lang/core,5.1.1,0.18.0,BSD-3-Clause,0,1
7948,elm-lang,elm-lang/virtual-dom,2.0.4,0.18.0,BSD-3-Clause,1,2
7949,elm-tools,elm-tools/parser,1.0.0,0.18.0,BSD-3-Clause,2,3
7950,elm-tools,elm-tools/parser-primitives,1.0.0,0.18.0,BSD-3-Clause,1,2
7951,elm-lang,elm-lang/core,5.1.0,0.18.0,BSD-3-Clause,0,1
7952,nphollon,nphollon/interpolate,3.0.4,0.18.0,MIT,1,2
7953,nphollon,nphollon/interpolate,3.0.3,0.16.0,MIT,1,2
7954,SimplyNaOH,SimplyNaOH/elm-searchable-menu,1.0.0,0.18.0,BSD-3-Clause,3,5
7955,zaboco,zaboco/elm-draggable,2.0.2,0.18.0,BSD-3-Clause,3,5
7956,elm-community,elm-community/elm-datepicker,1.0.0,0.18.0,BSD-3-Clause,2,4
7957,NoRedInk,NoRedInk/rocket-update,1.0.0,0.18.0,BSD-3-Clause,1,2
7958,iosphere,iosphere/elm-logger,1.0.1,0.18.0,BSD-3-Clause,1,2
7959,iosphere,iosphere/elm-logger,1.0.0,0.18.0,BSD-3-Clause,1,2
7960,soenkehahn,soenkehahn/elm-operational-mocks,4.0.0,0.18.0,BSD-3-Clause,3,8
7961,Zinggi,Zinggi/elm-obj-loader,1.0.1,0.18.0,MIT,6,10
7962,elm-community,elm-community/result-extra,2.1.0,0.18.0,MIT,1,2
7963,ktonon,ktonon/elm-test-extra,1.4.0,0.18.0,MIT,5,7
7964,ktonon,ktonon/elm-test-extra,1.3.0,0.18.0,MIT,4,7
7965,JordyMoos,JordyMoos/elm-clockpicker,1.0.0,0.18.0,BSD-3-Clause,5,7
7966,NoRedInk,NoRedInk/nri-elm-css,1.7.1,0.17.0,BSD-3-Clause,2,4
7967,NoRedInk,NoRedInk/nri-elm-css,1.7.0,0.17.0,BSD-3-Clause,2,4
7968,elm-community,elm-community/string-extra,1.3.0,0.18.0,BSD-3-Clause,1,2
7969,Leonti,Leonti/elm-time-picker,1.0.0,0.18.0,BSD-3-Clause,2,4
7970,ktonon,ktonon/elm-test-extra,1.2.0,0.18.0,MIT,4,7
7971,ktonon,ktonon/elm-test-extra,1.1.0,0.18.0,MIT,2,7
7972,thaterikperson,thaterikperson/elm-strftime,1.0.2,0.18.0,BSD-3-Clause,1,2
7973,periodic,periodic/elm-csv,1.0.3,0.18.0,BSD-3-Clause,2,4
7974,periodic,periodic/elm-csv,1.0.2,0.18.0,BSD-3-Clause,2,4
7975,justinmimbs,justinmimbs/elm-date-extra,2.0.3,0.18.0,BSD-3-Clause,1,2
7976,danielnarey,danielnarey/elm-stylesheet,3.0.0,0.18.0,BSD-2-Clause,4,6
7977,ktonon,ktonon/elm-test-extra,1.0.0,0.18.0,MIT,2,7
7978,danielnarey,danielnarey/elm-stylesheet,2.1.0,0.18.0,BSD-2-Clause,4,6
7979,abrykajlo,abrykajlo/elm-scroll,2.0.1,0.18.0,BSD-3-Clause,1,2
7980,krisajenkins,krisajenkins/remotedata,4.3.0,0.18.0,MIT,2,3
7981,tiziano88,tiziano88/elm-oauth,3.0.0,0.18.0,MIT,3,7
7982,sporto,sporto/elm-select,2.3.0,0.18.0,MIT,4,6
7983,krisajenkins,krisajenkins/formatting,4.2.0,0.18.0,MIT,3,5
7984,sporto,sporto/elm-select,2.2.0,0.18.0,MIT,4,6
7985,thaterikperson,thaterikperson/elm-strftime,1.0.1,0.18.0,BSD-3-Clause,1,2
7986,apuchenkin,apuchenkin/elm-nested-router,4.0.0,0.18.0,MIT,6,10
7987,rogeriochaves,rogeriochaves/elm-testable,3.0.0,0.18.0,BSD-3-Clause,4,10
7988,terezka,terezka/elm-plot,4.1.0,0.18.0,BSD-3-Clause,5,7
7989,soenkehahn,soenkehahn/elm-operational-mocks,3.0.0,0.18.0,BSD-3-Clause,3,8
7990,soenkehahn,soenkehahn/elm-operational-mocks,2.0.1,0.18.0,BSD-3-Clause,3,8
7991,soenkehahn,soenkehahn/elm-operational-mocks,2.0.0,0.18.0,BSD-3-Clause,2,7
7992,elm-community,elm-community/webgl,2.0.1,0.18.0,BSD-3-Clause,2,4
7993,ktonon,ktonon/elm-serverless,2.0.1,0.18.0,MIT,1,2
7994,mdgriffith,mdgriffith/elm-style-animation,3.5.2,0.18.0,BSD-3-Clause,5,7
7995,toastal,toastal/select-prism,1.0.1,0.18.0,MIT,3,5
7996,toastal,toastal/select-prism,1.0.0,0.18.0,MIT,3,5
7997,soenkehahn,soenkehahn/elm-operational-mocks,1.0.1,0.18.0,BSD-3-Clause,2,7
7998,soenkehahn,soenkehahn/elm-operational-mocks,1.0.0,0.18.0,BSD-3-Clause,3,9
7999,soenkehahn,soenkehahn/elm-operational,1.0.1,0.18.0,BSD-3-Clause,1,2
8000,soenkehahn,soenkehahn/elm-operational,1.0.0,0.18.0,BSD-3-Clause,1,2
8001,ktonon,ktonon/elm-serverless,2.0.0,0.18.0,MIT,1,2
8002,sporto,sporto/elm-dropdown,1.2.2,0.18.0,MIT,3,5
8003,Zinggi,Zinggi/elm-game-resources,2.0.0,0.18.0,BSD-3-Clause,2,5
8004,Zinggi,Zinggi/elm-2d-game,2.0.0,0.18.0,MIT,4,6
8005,Zinggi,Zinggi/elm-obj-loader,1.0.0,0.18.0,MIT,6,10
8006,pablohirafuji,pablohirafuji/elm-markdown,1.0.0,0.18.0,BSD-3-Clause,3,5
8007,krisajenkins,krisajenkins/elm-astar,2.1.2,0.18.0,MIT,1,2
8008,krisajenkins,krisajenkins/elm-astar,2.1.1,0.18.0,MIT,1,2
8009,krisajenkins,krisajenkins/elm-astar,2.1.0,0.18.0,MIT,1,2
8010,eskimoblood,eskimoblood/elm-color-extra,4.0.0,0.18.0,BSD-3-Clause,2,3
8011,thomasloh,thomasloh/elm-phone,2.0.2,0.18.0,MIT,2,4
8012,elm-community,elm-community/linear-algebra,1.1.0,0.18.0,BSD-3-Clause,1,2
8013,danielnarey,danielnarey/elm-toolkit,4.5.0,0.18.0,BSD-2-Clause,1,2
8014,ianp,ianp/elm-datepicker,1.1.1,0.18.0,BSD-3-Clause,2,4
8015,ianp,ianp/elm-datepicker,1.1.0,0.18.0,BSD-3-Clause,2,4
8016,base-dev,base-dev/elm-graphql-module,1.0.0,0.18.0,BSD-2-Clause,2,3
8017,ianp,ianp/elm-datepicker,1.0.0,0.18.0,BSD-3-Clause,2,4
8018,truqu,truqu/elm-dictset,1.0.5,0.18.0,MIT,1,2
8019,synbioz,synbioz/elm-time-overlap,1.0.1,0.18.0,MIT,1,2
8020,synbioz,synbioz/elm-time-overlap,1.0.0,0.18.0,MIT,1,2
8021,krisajenkins,krisajenkins/elm-exts,26.5.0,0.18.0,MIT,4,6
8022,ktonon,ktonon/elm-serverless,1.0.0,0.18.0,MIT,1,2
8023,torgeir,torgeir/elm-github-events,1.0.0,0.17.1,MIT,2,3
8024,pukkamustard,pukkamustard/elm-identicon,3.0.0,0.18.0,MIT,3,5
8025,sporto,sporto/elm-dropdown,1.2.1,0.18.0,MIT,3,5
8026,sporto,sporto/elm-dropdown,1.2.0,0.18.0,MIT,3,5
8027,sporto,sporto/elm-select,2.1.0,0.18.0,MIT,4,6
8028,toastal,toastal/either,3.1.1,0.18.0,BSD-3-Clause,1,2
8029,elm-community,elm-community/list-extra,5.0.1,0.18.0,MIT,1,2
8030,sporto,sporto/elm-select,2.0.1,0.18.0,MIT,4,6
8031,sporto,sporto/elm-select,2.0.0,0.18.0,MIT,4,6
8032,alpacaaa,alpacaaa/elm-date-distance,1.0.3,0.18.0,BSD-3-Clause,2,3
8033,arowM,arowM/elm-check-button,1.0.0,0.18.0,MIT,4,7
8034,alpacaaa,alpacaaa/elm-date-distance,1.0.2,0.18.0,BSD-3-Clause,3,5
8035,alpacaaa,alpacaaa/elm-date-distance,1.0.1,0.18.0,BSD-3-Clause,3,5
8036,alpacaaa,alpacaaa/elm-date-distance,1.0.0,0.18.0,BSD-3-Clause,3,5
8037,mikaxyz,mikaxyz/elm-cropper,1.0.1,0.18.0,ISC,5,8
8038,elm-community,elm-community/string-extra,1.2.0,0.18.0,BSD-3-Clause,1,2
8039,comsysto,comsysto/harvest-api,1.0.1,0.18.0,BSD-3-Clause,9,14
8040,Skinney,Skinney/elm-array-exploration,2.0.1,0.18.0,BSD-3-Clause,1,2
8041,comsysto,comsysto/harvest-api,1.0.0,0.18.0,BSD-3-Clause,9,14
8042,terezka,terezka/elm-plot,4.0.1,0.18.0,BSD-3-Clause,5,7
8043,terezka,terezka/elm-plot,4.0.0,0.18.0,BSD-3-Clause,5,7
8044,tiziano88,tiziano88/elm-oauth,2.0.1,0.18.0,MIT,3,7
8045,krisajenkins,krisajenkins/elm-exts,26.4.0,0.18.0,MIT,4,6
8046,abadi199,abadi199/elm-creditcard,7.0.0,0.18.0,MIT,4,7
8047,sporto,sporto/elm-dropdown,1.1.0,0.18.0,MIT,3,5
8048,fredcy,fredcy/elm-parseint,1.3.1,0.17.0,BSD-3-Clause,1,2
8049,sporto,sporto/erl,11.1.1,0.18.0,MIT,2,3
8050,elm-community,elm-community/webgl,2.0.0,0.18.0,BSD-3-Clause,2,4
8051,toastal,toastal/either,3.1.0,0.18.0,BSD-3-Clause,1,2
8052,sporto,sporto/elm-autocomplete,1.0.0,0.18.0,MIT,3,5
8053,abadi199,abadi199/elm-creditcard,6.1.0,0.18.0,MIT,4,7
8054,sporto,sporto/elm-dropdown,1.0.0,0.18.0,MIT,3,5
8055,abadi199,abadi199/elm-creditcard,6.0.0,0.18.0,MIT,4,7
8056,elm-lang,elm-lang/virtual-dom,2.0.3,0.18.0,BSD-3-Clause,1,2
8057,toastal,toastal/return-optics,1.0.4,0.18.0,BSD-3-Clause,4,5
8058,mikaxyz,mikaxyz/elm-cropper,1.0.0,0.18.0,ISC,4,7
8059,abadi199,abadi199/elm-input-extra,5.1.0,0.18.0,BSD-3-Clause,4,6
8060,abadi199,abadi199/elm-input-extra,5.0.0,0.18.0,BSD-3-Clause,4,6
8061,periodic,periodic/elm-csv,1.0.1,0.18.0,BSD-3-Clause,2,4
8062,Skinney,Skinney/elm-array-exploration,2.0.0,0.18.0,BSD-3-Clause,1,2
8063,brainrape,brainrape/elm-ast,1.0.1,0.18.0,BSD-3-Clause,3,5
8064,ohanhi,ohanhi/elm-web-data,2.0.2,0.18.0,BSD-3-Clause,2,3
8065,ohanhi,ohanhi/elm-web-data,2.0.1,0.18.0,BSD-3-Clause,2,3
8066,ohanhi,ohanhi/elm-web-data,2.0.0,0.18.0,BSD-3-Clause,2,3
8067,krisajenkins,krisajenkins/remotedata,4.2.1,0.18.0,MIT,2,3
8068,Kwarrtz,Kwarrtz/render,2.0.0,0.18.0,BSD-3-Clause,4,5
8069,tiziano88,tiziano88/elm-protobuf,1.0.1,0.18.0,MIT,2,4
8070,tiziano88,tiziano88/elm-protobuf,1.0.0,0.18.0,MIT,2,4
8071,elm-community,elm-community/maybe-extra,3.1.0,0.18.0,MIT,1,2
8072,thaterikperson,thaterikperson/elm-strftime,1.0.0,0.18.0,BSD-3-Clause,1,2
8073,nathanfox,nathanfox/elm-string-format,1.0.2,0.18.0,MIT,1,2
8074,abadi199,abadi199/datetimepicker,1.0.7,0.18.0,Apache-2.0,7,10
8075,capitalist,capitalist/elm-octicons,1.0.0,0.18.0,BSD-3-Clause,3,5
8076,debois,debois/elm-mdl,8.1.0,0.18.0,Apache-2.0,5,8
8077,abadi199,abadi199/datetimepicker,1.0.6,0.18.0,Apache-2.0,7,10
8078,abadi199,abadi199/datetimepicker,1.0.5,0.18.0,Apache-2.0,7,10
8079,abadi199,abadi199/datetimepicker,1.0.4,0.18.0,Apache-2.0,7,10
8080,abadi199,abadi199/datetimepicker,1.0.3,0.18.0,Apache-2.0,7,10
8081,knewter,knewter/elm-rfc5988-parser,2.0.1,0.18.0,BSD-3-Clause,3,6
8082,knewter,knewter/elm-rfc5988-parser,2.0.0,0.18.0,BSD-3-Clause,3,6
8083,abadi199,abadi199/datetimepicker,1.0.2,0.18.0,Apache-2.0,7,10
8084,debois,debois/elm-mdl,8.0.1,0.18.0,Apache-2.0,5,8
8085,sporto,sporto/erl,11.1.0,0.18.0,MIT,2,3
8086,ggb,ggb/numeral-elm,1.4.0,0.18.0,MIT,1,2
8087,jinjor,jinjor/elm-html-parser,1.1.4,0.18.0,BSD-3-Clause,5,7
8088,debois,debois/elm-mdl,8.0.0,0.18.0,Apache-2.0,5,8
8089,abadi199,abadi199/datetimepicker,1.0.1,0.18.0,Apache-2.0,7,10
8090,abadi199,abadi199/datetimepicker,1.0.0,0.18.0,Apache-2.0,7,10
8091,rogeriochaves,rogeriochaves/elm-testable,2.0.0,0.18.0,BSD-3-Clause,3,8
8092,cuducos,cuducos/elm-format-number,2.0.0,0.18.0,BSD-3-Clause,1,2
8093,abadi199,abadi199/elm-input-extra,4.3.0,0.18.0,BSD-3-Clause,7,10
8094,jinjor,jinjor/elm-contextmenu,1.0.3,0.18.0,BSD-3-Clause,4,7
8095,naddeoa,naddeoa/stream,2.1.0,0.18.0,BSD-3-Clause,2,3
8096,Voronchuk,Voronchuk/hexagons,2.0.2,0.18.0,MIT,3,5
8097,elm-community,elm-community/material-icons,1.0.0,0.18.0,BSD-3-Clause,3,5
8098,mkovacs,mkovacs/quaternion,1.0.0,0.18.0,BSD-3-Clause,2,3
8099,athanclark,athanclark/elm-debouncer,3.0.2,0.18.0,BSD-3-Clause,1,2
8100,athanclark,athanclark/elm-discrete-transition,2.0.1,0.18.0,BSD-3-Clause,3,5
8101,athanclark,athanclark/elm-duration,5.0.1,0.18.0,BSD-3-Clause,2,3
8102,athanclark,athanclark/elm-duration,4.0.1,0.18.0,BSD-3-Clause,2,3
8103,athanclark,athanclark/elm-every,7.0.1,0.18.0,BSD-3-Clause,1,2
8104,naddeoa,naddeoa/stream,2.0.0,0.18.0,BSD-3-Clause,2,3
8105,elm-community,elm-community/list-extra,5.0.0,0.18.0,MIT,1,2
8106,naddeoa,naddeoa/stream,1.5.0,0.18.0,BSD-3-Clause,1,2
8107,naddeoa,naddeoa/stream,1.4.0,0.18.0,BSD-3-Clause,1,2
8108,naddeoa,naddeoa/stream,1.3.0,0.18.0,BSD-3-Clause,1,2
8109,naddeoa,naddeoa/stream,1.2.0,0.18.0,BSD-3-Clause,1,2
8110,mdgriffith,mdgriffith/elm-style-animation,3.5.1,0.18.0,BSD-3-Clause,5,7
8111,naddeoa,naddeoa/stream,1.1.1,0.18.0,BSD-3-Clause,1,2
8112,kallaspriit,kallaspriit/elm-basic-auth,1.0.0,0.18.0,BSD-3-Clause,3,4
8113,mdgriffith,mdgriffith/elm-style-animation,3.5.0,0.18.0,BSD-3-Clause,5,7
8114,justinmimbs,justinmimbs/elm-arc-diagram,1.0.0,0.18.0,BSD-3-Clause,3,5
8115,naddeoa,naddeoa/stream,1.1.0,0.18.0,BSD-3-Clause,1,2
8116,periodic,periodic/elm-csv,1.0.0,0.18.0,BSD-3-Clause,2,4
8117,scottcorgan,scottcorgan/elm-css-reset,1.0.4,0.18.0,MIT,5,9
8118,scottcorgan,scottcorgan/elm-css-normalize,1.1.5,0.18.0,MIT,3,6
8119,scottcorgan,scottcorgan/elm-html-template,1.0.1,0.18.0,MIT,3,5
8120,naddeoa,naddeoa/stream,1.0.0,0.18.0,BSD-3-Clause,1,2
8121,hendore,hendore/elm-temperature,1.0.2,0.18.0,BSD-3-Clause,1,2
8122,rogeriochaves,rogeriochaves/elm-testable,1.0.0,0.17.0,BSD-3-Clause,3,8
8123,zaboco,zaboco/elm-draggable,2.0.1,0.18.0,BSD-3-Clause,3,5
8124,alepop,alepop/elm-google-url-shortener,1.0.0,0.18.0,BSD-3-Clause,2,3
8125,krisajenkins,krisajenkins/remotedata,4.2.0,0.18.0,MIT,2,3
8126,ggb,ggb/numeral-elm,1.3.0,0.18.0,MIT,1,2
8127,krisajenkins,krisajenkins/formatting,4.1.0,0.18.0,MIT,3,5
8128,matthewsj,matthewsj/elm-ordering,1.1.0,0.18.0,MIT,1,2
8129,krisajenkins,krisajenkins/formatting,4.0.7,0.18.0,MIT,3,5
8130,terezka,terezka/elm-plot,3.0.1,0.18.0,BSD-3-Clause,5,7
8131,arowM,arowM/elm-chat-scenario,1.1.0,0.18.0,MIT,4,7
8132,lukewestby,lukewestby/lru-cache,1.0.2,0.18.0,MIT,2,4
8133,lukewestby,lukewestby/lru-cache,1.0.1,0.18.0,MIT,2,4
8134,lukewestby,lukewestby/lru-cache,1.0.0,0.18.0,MIT,2,4
8135,cuducos,cuducos/elm-format-number,1.0.0,0.18.0,BSD-3-Clause,1,2
8136,krisajenkins,krisajenkins/remotedata,4.1.0,0.18.0,MIT,2,3
8137,krisajenkins,krisajenkins/elm-exts,26.3.0,0.18.0,MIT,4,6
8138,krisajenkins,krisajenkins/elm-exts,26.2.0,0.18.0,MIT,4,6
8139,SwiftsNamesake,SwiftsNamesake/proper-keyboard,2.0.0,0.18.0,BSD-3-Clause,3,6
8140,zaboco,zaboco/elm-draggable,2.0.0,0.18.0,BSD-3-Clause,3,5
8141,SwiftsNamesake,SwiftsNamesake/proper-keyboard,1.0.1,0.18.0,BSD-3-Clause,3,6
8142,SwiftsNamesake,SwiftsNamesake/proper-keyboard,1.0.0,0.18.0,BSD-3-Clause,3,6
8143,sporto,sporto/elm-select,1.2.0,0.18.0,MIT,3,5
8144,lukewestby,lukewestby/elm-http-builder,5.0.0,0.18.0,MIT,2,3
8145,Kinto,Kinto/elm-kinto,3.0.0,0.18.0,MPL-2.0,4,5
8146,debois,debois/elm-parts,6.0.0,0.18.0,Apache-2.0,1,2
8147,debois,debois/elm-dom,1.2.3,0.18.0,BSD-3-Clause,2,4
8148,mpizenberg,mpizenberg/elm-debounce,3.0.1,0.18.0,MPL-2.0,1,2
8149,mpizenberg,mpizenberg/elm-debounce,3.0.0,0.18.0,MPL-2.0,1,2
8150,sporto,sporto/elm-select,1.1.0,0.18.0,MIT,3,5
8151,erwald,erwald/elm-edit-distance,1.1.1,0.18.0,MIT,2,4
8152,zaidan,zaidan/elm-collision,1.0.1,0.18.0,BSD-3-Clause,1,2
8153,ohanhi,ohanhi/elm-web-data,1.0.0,0.18.0,BSD-3-Clause,2,3
8154,myrho,myrho/elm-statistics,1.0.0,0.18.0,Apache-2.0,1,2
8155,sporto,sporto/elm-select,1.0.0,0.18.0,MIT,3,5
8156,JoelQ,JoelQ/elm-dollar,1.0.0,0.18.0,MIT,1,2
8157,elm-community,elm-community/json-extra,2.1.0,0.18.0,MIT,1,2
8158,Skinney,Skinney/elm-array-exploration,1.1.0,0.18.0,BSD-3-Clause,1,2
8159,myrho,myrho/dive,1.0.1,0.18.0,Apache-2.0,9,12
8160,myrho,myrho/dive,1.0.0,0.18.0,Apache-2.0,9,12
8161,aardito2,aardito2/realm,1.0.6,0.18.0,BSD-3-Clause,1,2
8162,nphollon,nphollon/update-clock,2.1.0,0.18.0,Apache-2.0,1,2
8163,noahzgordon,noahzgordon/elm-jsonapi,2.2.0,0.18.0,BSD-3-Clause,6,8
8164,noahzgordon,noahzgordon/elm-jsonapi,2.1.0,0.18.0,BSD-3-Clause,6,8
8165,aardito2,aardito2/realm,1.0.5,0.18.0,BSD-3-Clause,1,2
8166,jtojnar,jtojnar/elm-json-tape,1.1.1,0.18.0,MIT,2,3
8167,eeue56,eeue56/elm-html-test,1.0.0,0.18.0,BSD-3-Clause,5,11
8168,aardito2,aardito2/realm,1.0.4,0.18.0,BSD-3-Clause,1,2
8169,aardito2,aardito2/realm,1.0.3,0.18.0,BSD-3-Clause,1,2
8170,aardito2,aardito2/realm,1.0.2,0.18.0,BSD-3-Clause,1,2
8171,aardito2,aardito2/realm,1.0.1,0.18.0,BSD-3-Clause,1,2
8172,aardito2,aardito2/realm,1.0.0,0.18.0,BSD-3-Clause,1,2
8173,mhoare,mhoare/elm-stack,3.0.1,0.18.0,BSD-3-Clause,2,4
8174,mhoare,mhoare/elm-stack,3.0.0,0.18.0,BSD-3-Clause,2,4
8175,eeue56,eeue56/elm-html-query,1.1.0,0.18.0,BSD-3-Clause,3,5
8176,eeue56,eeue56/elm-html-in-elm,2.0.0,0.18.0,BSD-3-Clause,2,4
8177,mhoare,mhoare/elm-stack,2.1.0,0.18.0,BSD-3-Clause,2,4
8178,mhoare,mhoare/elm-stack,2.0.0,0.18.0,BSD-3-Clause,2,4
8179,vito,vito/elm-ansi,8.0.2,0.18.0,Apache-2.0,3,9
8180,robertjlooby,robertjlooby/elm-generic-dict,1.0.2,0.18.0,BSD-3-Clause,1,2
8181,abadi199,abadi199/elm-input-extra,4.2.2,0.18.0,BSD-3-Clause,7,10
8182,mhoare,mhoare/elm-stack,1.0.1,0.18.0,BSD-3-Clause,2,4
8183,mhoare,mhoare/elm-stack,1.0.0,0.18.0,BSD-3-Clause,2,4
8184,abadi199,abadi199/elm-input-extra,4.2.1,0.18.0,BSD-3-Clause,7,10
8185,abadi199,abadi199/elm-input-extra,4.2.0,0.18.0,BSD-3-Clause,7,10
8186,ashelab,ashelab/elm-cqrs,1.0.2,0.18.0,BSD-3-Clause,3,6
8187,ashelab,ashelab/elm-cqrs,1.0.1,0.18.0,BSD-3-Clause,3,6
8188,danielnarey,danielnarey/elm-toolkit,4.4.0,0.18.0,BSD-2-Clause,1,2
8189,ashelab,ashelab/elm-cqrs,1.0.0,0.18.0,BSD-3-Clause,3,6
8190,ccapndave,ccapndave/elm-translator,1.0.1,0.18.0,BSD-3-Clause,4,6
8191,ccapndave,ccapndave/elm-translator,1.0.0,0.18.0,BSD-3-Clause,4,6
8192,ccapndave,ccapndave/elm-reflect,1.0.0,0.18.0,BSD-3-Clause,1,2
8193,rgrempel,rgrempel/elm-route-url,3.0.0,0.18.0,BSD-3-Clause,6,9
8194,terezka,terezka/elm-plot,3.0.0,0.18.0,BSD-3-Clause,5,7
8195,NoRedInk,NoRedInk/elm-rails,6.0.0,0.18.0,BSD-3-Clause,2,3
8196,danielnarey,danielnarey/elm-toolkit,4.3.0,0.18.0,BSD-2-Clause,1,2
8197,abadi199,abadi199/elm-input-extra,4.1.1,0.18.0,BSD-3-Clause,7,10
8198,abadi199,abadi199/elm-input-extra,4.1.0,0.18.0,BSD-3-Clause,7,10
8199,NoRedInk,NoRedInk/elm-rails,5.1.0,0.18.0,BSD-3-Clause,2,3
8200,NoRedInk,NoRedInk/nri-elm-css,1.6.1,0.17.0,BSD-3-Clause,2,4
8201,bcardiff,bcardiff/elm-infscroll,1.0.0,0.17.1,MIT,2,4
8202,lynn,lynn/elm-ordinal,1.0.3,0.17.0,BSD-3-Clause,1,2
8203,lynn,lynn/elm-arithmetic,2.0.3,0.17.0,BSD-3-Clause,1,2
8204,pukkamustard,pukkamustard/elm-identicon,2.1.1,0.18.0,MIT,3,5
8205,sanichi,sanichi/elm-md5,1.0.6,0.18.0,BSD-3-Clause,1,2
8206,elm-community,elm-community/maybe-extra,3.0.1,0.18.0,MIT,1,2
8207,NoRedInk,NoRedInk/elm-rails,5.0.0,0.18.0,BSD-3-Clause,2,3
8208,maksar,maksar/elm-workflow,2.0.0,0.18.0,BSD-3-Clause,4,6
8209,turboMaCk,turboMaCk/grid-solver,2.0.0,0.18.0,BSD-3-Clause,1,2
8210,turboMaCk,turboMaCk/chae-tree,2.0.0,0.18.0,BSD-3-Clause,1,2
8211,maksar,maksar/elm-function-extra,2.0.0,0.18.0,MIT,1,2
8212,newlandsvalley,newlandsvalley/elm-abc-parser,1.1.0,0.18.0,BSD-3-Clause,5,7
8213,Kinto,Kinto/elm-kinto,2.0.0,0.18.0,MPL-2.0,4,5
8214,newlandsvalley,newlandsvalley/elm-abc-parser,1.0.0,0.18.0,BSD-3-Clause,5,7
8215,elm-community,elm-community/graph,2.0.0,0.18.0,BSD-3-Clause,3,4
8216,rtfeldman,rtfeldman/hex,1.0.0,0.18.0,BSD-3-Clause,1,2
8217,jvoigtlaender,jvoigtlaender/elm-gauss,1.0.2,0.18.0,BSD-3-Clause,4,8
8218,splodingsocks,splodingsocks/elm-add-import,1.0.4,0.18.0,MIT,4,10
8219,splodingsocks,splodingsocks/elm-add-import,1.0.3,0.18.0,MIT,4,10
8220,VerbalExpressions,VerbalExpressions/elm-verbal-expressions,1.2.2,0.17.0,MIT,1,2
8221,lukewestby,lukewestby/elm-template,2.0.0,0.17.0,MIT,1,2
8222,billperegoy,billperegoy/elm-form-validations,1.0.2,0.18.0,BSD-3-Clause,2,4
8223,billperegoy,billperegoy/elm-form-validations,1.0.1,0.18.0,BSD-3-Clause,2,4
8224,elm-community,elm-community/ratio,1.1.0,0.18.0,BSD-3-Clause,1,2
8225,splodingsocks,splodingsocks/elm-add-import,1.0.2,0.18.0,MIT,4,10
8226,splodingsocks,splodingsocks/elm-add-import,1.0.1,0.18.0,MIT,4,10
8227,mpizenberg,mpizenberg/elm-debounce,2.0.0,0.18.0,MPL-2.0,1,2
8228,mdgriffith,mdgriffith/style-elements,2.0.1,0.18.0,BSD-3-Clause,5,7
8229,splodingsocks,splodingsocks/elm-add-import,1.0.0,0.18.0,MIT,4,10
8230,NoRedInk,NoRedInk/elm-simple-fuzzy,1.0.1,0.17.0,BSD-3-Clause,1,2
8231,simonh1000,simonh1000/elm-charts,3.0.4,0.18.0,BSD-3-Clause,4,6
8232,mpizenberg,mpizenberg/elm-debounce,1.0.0,0.18.0,MPL-2.0,1,2
8233,Kinto,Kinto/elm-kinto,1.0.0,0.18.0,MPL-2.0,4,5
8234,besuikerd,besuikerd/elm-dictset,1.0.1,0.18.0,BSD-3-Clause,1,2
8235,john-kelly,john-kelly/elm-postgrest,4.0.1,0.18.0,BSD-3-Clause,2,3
8236,abadi199,abadi199/elm-input-extra,4.0.1,0.18.0,BSD-3-Clause,3,5
8237,camjc,camjc/elm-quiz,1.1.1,0.18.0,MIT,3,5
8238,camjc,camjc/elm-quiz,1.1.0,0.18.0,MIT,3,5
8239,camjc,camjc/elm-quiz,1.0.6,0.18.0,MIT,3,5
8240,camjc,camjc/elm-quiz,1.0.5,0.18.0,MIT,3,5
8241,billperegoy,billperegoy/elm-form-validations,1.0.0,0.18.0,BSD-3-Clause,2,4
8242,jinjor,jinjor/elm-time-travel,2.0.0,0.18.0,BSD-3-Clause,8,13
8243,abadi199,abadi199/elm-input-extra,4.0.0,0.18.0,BSD-3-Clause,3,5
8244,danielnarey,danielnarey/elm-toolkit,4.2.0,0.18.0,BSD-2-Clause,1,2
8245,hugobessaa,hugobessaa/elm-logoot,2.1.1,0.18.0,MIT,1,2
8246,eeue56,eeue56/elm-stringify,1.0.2,0.18.0,BSD-3-Clause,2,4
8247,bcardiff,bcardiff/elm-debounce,1.1.3,0.18.0,MIT,1,2
8248,ir4y,ir4y/elm-dnd,2.0.0,0.18.0,MIT,3,6
8249,Bogdanp,Bogdanp/elm-time,1.4.0,0.18.0,BSD-3-Clause,3,4
8250,zaboco,zaboco/elm-draggable,1.1.1,0.18.0,BSD-3-Clause,4,6
8251,zaboco,zaboco/elm-draggable,1.1.0,0.18.0,BSD-3-Clause,4,6
8252,elm-community,elm-community/ratio,1.0.0,0.17.0,BSD-3-Clause,1,2
8253,SwiftsNamesake,SwiftsNamesake/euclidean-space,2.0.0,0.18.0,BSD-3-Clause,2,4
8254,SwiftsNamesake,SwiftsNamesake/euclidean-space,1.0.0,0.18.0,BSD-3-Clause,2,4
8255,elm-community,elm-community/html-extra,2.2.0,0.18.0,MIT,2,4
