id,author,pkg,version,elm_version,license,direct_dep_count,total_dep_count
303,ContaSystemer,ContaSystemer/elm-js-data,1.0.0,0.19.0,BSD-3-Clause,3,8
304,ContaSystemer,ContaSystemer/elm-effects,1.0.1,0.19.0,BSD-3-Clause,1,2
305,ContaSystemer,ContaSystemer/elm-effects-time,1.0.0,0.19.0,BSD-3-Clause,3,4
306,ContaSystemer,ContaSystemer/elm-effects,1.0.0,0.19.0,BSD-3-Clause,1,2
307,wsowens,wsowens/term,2.0.0,0.19.0,Apache-2.0,8,9
308,wsowens,wsowens/term,1.0.0,0.19.0,Apache-2.0,8,9
309,tricycle,tricycle/elm-actor-framework-template,1.0.1,0.19.0,BSD-3-Clause,1,2
310,jxxcarlson,jxxcarlson/elm-markdown,9.4.0,0.19.0,BSD-3-Clause,15,31
311,QiTASC,QiTASC/hatchinq,28.0.0,0.19.0,Apache-2.0,11,15
312,shnewto,shnewto/pgn,1.1.0,0.19.1,MIT,3,4
313,data-viz-lab,data-viz-lab/elm-chart-builder,3.0.0,0.19.0,MIT,9,26
314,the-sett,the-sett/the-sett-laf,6.2.0,0.19.0,BSD-3-Clause,7,12
315,EngageSoftware,EngageSoftware/elm-engage-common,8.1.0,0.19.0,Apache-2.0,41,49
316,ContaSystemer,ContaSystemer/elm-angularjs-custom-element,1.0.1,0.19.0,BSD-3-Clause,2,5
317,hallelujahdrive,hallelujahdrive/elm-accordion,1.0.2,0.19.0,MIT,3,5
318,ContaSystemer,ContaSystemer/elm-angularjs-custom-element,1.0.0,0.19.0,BSD-3-Clause,2,5
319,aforemny,aforemny/material-components-web-elm,5.0.0,0.19.0,MIT,4,6
320,ContaSystemer,ContaSystemer/elm-menu,1.0.3,0.19.0,BSD-3-Clause,4,8
321,hallelujahdrive,hallelujahdrive/elm-accordion,1.0.1,0.19.0,MIT,3,5
322,hallelujahdrive,hallelujahdrive/elm-croppie,1.0.3,0.19.0,MIT,4,6
323,dillonkearns,dillonkearns/elm-graphql,5.0.1,0.19.0,BSD-3-Clause,8,12
324,hallelujahdrive,hallelujahdrive/elm-accordion,1.0.0,0.19.0,MIT,3,5
325,misoton665,misoton665/elm-return,1.0.0,0.19.1,MIT,1,2
326,jxxcarlson,jxxcarlson/elm-widget,3.2.1,0.19.0,MIT,7,12
327,billstclair,billstclair/elm-dev-random,3.1.1,0.19.0,MIT,4,8
328,EngageSoftware,EngageSoftware/elm-engage-common,8.0.0,0.19.0,Apache-2.0,41,49
329,NoRedInk,NoRedInk/noredink-ui,12.0.1,0.19.0,BSD-3-Clause,17,23
330,STTR13,STTR13/ziplist,1.3.0,0.19.0,BSD-3-Clause,3,4
331,EngageSoftware,EngageSoftware/elm-engage-common,7.0.0,0.19.0,Apache-2.0,41,49
332,arowM,arowM/elm-form-decoder,1.4.0,0.19.0,MIT,1,2
333,the-sett,the-sett/salix-aws-spec,1.0.0,0.19.0,BSD-3-Clause,10,42
334,hallelujahdrive,hallelujahdrive/elm-croppie,1.0.2,0.19.0,MIT,4,6
335,hallelujahdrive,hallelujahdrive/elm-croppie,1.0.1,0.19.0,MIT,4,6
336,EngageSoftware,EngageSoftware/elm-engage-common,6.0.0,0.19.0,Apache-2.0,41,49
337,jasonliang512,jasonliang512/elm-heroicons,2.4.0,0.19.0,MIT,3,6
338,pablohirafuji,pablohirafuji/elm-syntax-highlight,3.4.0,0.19.0,Apache-2.0,4,7
339,hallelujahdrive,hallelujahdrive/elm-croppie,1.0.0,0.19.0,MIT,4,6
340,the-sett,the-sett/elm-aws-core,8.1.0,0.19.0,Apache-2.0,13,17
341,jfmengels,jfmengels/elm-review-unused,1.0.1,0.19.0,BSD-3-Clause,4,18
342,Skinney,Skinney/elm-deque,1.2.0,0.19.0,BSD-3-Clause,1,2
343,finos,finos/morphir-elm,1.0.0,0.19.0,Apache-2.0,8,20
344,jfmengels,jfmengels/review-documentation,1.0.2,0.19.0,BSD-3-Clause,5,19
345,jfmengels,jfmengels/review-debug,2.0.3,0.19.0,BSD-3-Clause,3,18
346,jfmengels,jfmengels/review-tea,1.1.3,0.19.0,BSD-3-Clause,4,18
347,jfmengels,jfmengels/review-common,1.2.3,0.19.0,BSD-3-Clause,4,18
348,jfmengels,jfmengels/review-unused,2.1.5,0.19.0,BSD-3-Clause,4,18
349,jfmengels,jfmengels/review-tea,1.1.2,0.19.0,BSD-3-Clause,4,18
350,jfmengels,jfmengels/review-documentation,1.0.1,0.19.0,BSD-3-Clause,5,19
351,jfmengels,jfmengels/elm-review-documentation,1.0.0,0.19.0,BSD-3-Clause,5,19
352,jfmengels,jfmengels/review-debug,2.0.2,0.19.0,BSD-3-Clause,3,18
353,jfmengels,jfmengels/elm-review-the-elm-architecture,1.0.0,0.19.0,BSD-3-Clause,4,18
354,jfmengels,jfmengels/review-common,1.2.2,0.19.0,BSD-3-Clause,4,18
355,jfmengels,jfmengels/elm-review-debug,1.0.0,0.19.0,BSD-3-Clause,3,18
356,jfmengels,jfmengels/elm-review-common,1.0.0,0.19.0,BSD-3-Clause,4,18
357,jfmengels,jfmengels/review-unused,2.1.4,0.19.0,BSD-3-Clause,4,18
358,jfmengels,jfmengels/elm-review-unused,1.0.0,0.19.0,BSD-3-Clause,4,18
359,hmsk,hmsk/elm-css-modern-normalize,1.0.2,0.19.0,MIT,3,7
360,jxxcarlson,jxxcarlson/elm-markdown,9.3.0,0.19.0,BSD-3-Clause,15,31
361,ianmackenzie,ianmackenzie/elm-units-interval,2.1.0,0.19.0,MPL-2.0,5,7
362,NoRedInk,NoRedInk/noredink-ui,12.0.0,0.19.0,BSD-3-Clause,17,23
363,jxxcarlson,jxxcarlson/elm-stat,5.0.0,0.19.0,BSD-3-Clause,9,27
364,STTR13,STTR13/ziplist,1.2.0,0.19.0,BSD-3-Clause,2,3
365,STTR13,STTR13/ziplist,1.1.0,0.19.0,BSD-3-Clause,1,2
366,russelldavies,russelldavies/elm-ui-searchbox,1.1.0,0.19.0,BSD-3-Clause,5,7
367,billstclair,billstclair/elm-mastodon-websocket,2.0.0,0.19.0,MIT,7,22
368,mercurymedia,mercurymedia/elm-datetime-picker,3.0.0,0.19.0,MIT,9,14
369,Skinney,Skinney/elm-phone-numbers,2.0.29,0.19.0,BSD-3-Clause,2,3
370,the-sett,the-sett/elm-auth-aws,5.0.0,0.19.0,BSD-3-Clause,13,25
371,jxxcarlson,jxxcarlson/elm-widget,3.2.0,0.19.0,MIT,7,12
372,jxxcarlson,jxxcarlson/tree-extra,1.0.1,0.19.0,MIT,3,4
373,alma,alma/elm-sms-length,2.0.1,0.19.0,MPL-2.0,1,2
374,NoRedInk,NoRedInk/noredink-ui,11.1.1,0.19.0,BSD-3-Clause,17,23
375,Morgan-Stanley,Morgan-Stanley/morphir-elm,3.0.0,0.19.0,Apache-2.0,8,20
376,the-sett,the-sett/elm-aws-cognito,4.0.0,0.19.0,BSD-3-Clause,8,20
377,miyamoen,miyamoen/elm-origami,1.0.0,0.19.1,BSD-3-Clause,5,6
378,dzuk-mutant,dzuk-mutant/elm-html-styled-aria,1.0.0,0.19.0,BSD-3-Clause,3,6
379,the-sett,the-sett/elm-aws-core,8.0.0,0.19.0,Apache-2.0,12,16
380,alma,alma/elm-sms-length,2.0.0,0.19.0,MPL-2.0,1,2
381,rtfeldman,rtfeldman/elm-css,16.0.2,0.19.0,BSD-3-Clause,5,6
382,terezka,terezka/charts,4.0.0,0.19.0,BSD-3-Clause,7,9
383,mc706,mc706/toasty-bootstrap,1.0.2,0.19.0,BSD-3-Clause,5,11
384,mc706,mc706/toasty-bootstrap,1.0.1,0.19.0,BSD-3-Clause,5,11
385,mc706,mc706/toasty-bootstrap,1.0.0,0.19.0,BSD-3-Clause,5,11
386,russelldavies,russelldavies/elm-ui-searchbox,1.0.0,0.19.0,BSD-3-Clause,5,7
387,r-k-b,r-k-b/no-float-ids,1.0.1,0.19.0,BSD-3-Clause,3,18
388,r-k-b,r-k-b/no-long-import-lines,1.0.2,0.19.0,BSD-3-Clause,3,18
389,terezka,terezka/charts,3.0.0,0.19.0,BSD-3-Clause,7,9
390,terezka,terezka/charts,2.0.0,0.19.0,BSD-3-Clause,7,9
391,elm-explorations,elm-explorations/webgl,1.1.2,0.19.0,BSD-3-Clause,2,5
392,terezka,terezka/charts,1.0.0,0.19.0,BSD-3-Clause,7,9
393,terezka,terezka/elm-charts-alpha,2.0.0,0.19.0,BSD-3-Clause,14,20
394,Orasund,Orasund/elm-ui-widgets,2.1.0,0.19.0,BSD-3-Clause,13,19
395,pablohirafuji,pablohirafuji/elm-qrcode,4.0.1,0.19.0,BSD-3-Clause,7,13
396,NoRedInk,NoRedInk/noredink-ui,11.1.0,0.19.0,BSD-3-Clause,17,23
397,pablohirafuji,pablohirafuji/elm-qrcode,4.0.0,0.19.0,BSD-3-Clause,6,13
398,henne90gen,henne90gen/elm-pandas-visualization,5.0.0,0.19.0,BSD-3-Clause,10,25
399,specialelektronik,specialelektronik/elm-autocomplete,1.0.0,0.19.0,MIT,8,9
400,alma,alma/elm-sms-length,1.0.0,0.19.0,MPL-2.0,1,2
401,shnewto,shnewto/pgn,1.0.3,0.19.1,MIT,3,4
402,special-elektronik,special-elektronik/elm-autocomplete,1.0.0,0.19.0,MIT,8,9
403,gicentre,gicentre/elm-vegalite,3.0.0,0.19.0,BSD-3-Clause,3,5
404,IzumiSy,IzumiSy/elm-firestore,7.0.0,0.19.0,MIT,7,11
405,jasonliang512,jasonliang512/elm-heroicons,2.3.0,0.19.0,MIT,3,6
406,lemol,lemol/ant-design-icons-elm-ui,1.0.0,0.19.0,MIT,5,8
407,lemol,lemol/ant-design-icons-elm,2.0.0,0.19.0,MIT,3,6
408,MartinSStewart,MartinSStewart/elm-serialize,1.2.1,0.19.0,MIT,6,7
409,hecrj,hecrj/html-parser,2.4.0,0.19.0,BSD-3-Clause,5,7
410,EngageSoftware,EngageSoftware/elm-engage-common,5.3.0,0.19.0,Apache-2.0,40,48
411,jasonliang512,jasonliang512/elm-heroicons,2.2.0,0.19.0,MIT,3,6
412,NoRedInk,NoRedInk/noredink-ui,11.0.0,0.19.0,BSD-3-Clause,17,23
413,w0rm,w0rm/elm-obj-file,1.0.0,0.19.0,BSD-3-Clause,5,15
414,henne90gen,henne90gen/elm-pandas-visualization,4.0.0,0.19.0,BSD-3-Clause,10,25
415,MartinSStewart,MartinSStewart/elm-serialize,1.2.0,0.19.0,MIT,6,7
416,IzumiSy,IzumiSy/elm-firestore,6.0.0,0.19.0,MIT,7,11
417,Evelios,Evelios/elm-markov,1.0.0,0.19.1,BSD-3-Clause,5,9
418,shnewto,shnewto/pgn,1.0.2,0.19.1,MIT,3,4
419,lemol,lemol/ant-design-icons-elm,1.0.0,0.19.0,MIT,3,6
420,shnewto,shnewto/pgn,1.0.1,0.19.1,MIT,3,4
421,gicentre,gicentre/elm-vega,5.5.1,0.19.0,BSD-3-Clause,3,5
422,MartinSStewart,MartinSStewart/elm-box-packing,3.0.0,0.19.0,BSD-3-Clause,5,14
423,MartinSStewart,MartinSStewart/elm-serialize,1.1.0,0.19.0,MIT,5,6
424,mdgriffith,mdgriffith/elm-ui,1.1.8,0.19.0,BSD-3-Clause,4,5
425,rl-king,rl-king/elm-index,1.0.0,0.19.0,BSD-3-Clause,2,3
426,turboMaCk,turboMaCk/lazy-tree-with-zipper,3.2.0,0.19.0,BSD-3-Clause,1,2
427,ianmackenzie,ianmackenzie/elm-units-interval,2.0.0,0.19.0,MPL-2.0,4,6
428,MartinSStewart,MartinSStewart/elm-box-packing,2.0.0,0.19.0,BSD-3-Clause,5,14
429,shnewto,shnewto/pgn,1.0.0,0.19.1,MIT,3,4
430,icidasset,icidasset/elm-material-icons,4.0.0,0.19.0,BSD-3-Clause,3,7
431,stephenreddek,stephenreddek/elm-range-slider,3.0.1,0.19.0,BSD-3-Clause,5,11
432,MartinSStewart,MartinSStewart/elm-geometry-serialize,1.0.0,0.19.0,MIT,4,17
433,groma84,groma84/elm-tachyons,1.0.0,0.19.0,MIT,2,5
434,MartinSStewart,MartinSStewart/elm-serialize,1.0.1,0.19.0,MIT,5,6
435,MartinSStewart,MartinSStewart/elm-codec-bytes,1.1.2,0.19.0,MIT,2,3
436,MartinSStewart,MartinSStewart/elm-serialize,1.0.0,0.19.0,MIT,5,6
437,IzumiSy,IzumiSy/elm-firestore,5.0.0,0.19.0,MIT,7,11
438,EngageSoftware,EngageSoftware/elm-engage-common,5.2.0,0.19.0,Apache-2.0,38,46
439,EngageSoftware,EngageSoftware/elm-engage-common,5.1.1,0.19.0,Apache-2.0,38,46
440,IzumiSy,IzumiSy/elm-firestore,4.0.1,0.19.0,MIT,7,11
441,ContaSystemer,ContaSystemer/elm-review-no-missing-documentation,1.0.0,0.19.0,BSD-3-Clause,5,19
442,mbr,mbr/elm-extras,2.0.1,0.19.0,MIT,3,6
443,EngageSoftware,EngageSoftware/elm-engage-common,5.1.0,0.19.0,Apache-2.0,38,46
444,leojpod,leojpod/review-no-empty-html-text,1.0.1,0.19.0,MIT,3,18
445,IzumiSy,IzumiSy/elm-firestore,4.0.0,0.19.0,MIT,7,11
446,driebit,driebit/elm-ginger,4.1.1,0.19.0,BSD-3-Clause,12,16
447,ContaSystemer,ContaSystemer/review-no-missing-documentation,1.0.0,0.19.0,BSD-3-Clause,5,19
448,driebit,driebit/elm-ginger,4.1.0,0.19.0,BSD-3-Clause,12,16
449,the-sett,the-sett/elm-auth-aws,4.0.1,0.19.0,BSD-3-Clause,13,25
450,IzumiSy,IzumiSy/elm-firestore,3.0.0,0.19.0,MIT,7,11
451,the-sett,the-sett/elm-aws-cognito,3.0.0,0.19.0,BSD-3-Clause,8,20
452,the-sett,the-sett/salix,3.0.1,0.19.0,BSD-3-Clause,14,32
453,IzumiSy,IzumiSy/elm-firestore,2.0.0,0.19.0,MIT,7,11
454,IzumiSy,IzumiSy/elm-firestore,1.0.1,0.19.0,MIT,7,11
455,the-sett,the-sett/salix,3.0.0,0.19.0,BSD-3-Clause,14,32
456,the-sett,the-sett/elm-syntax-dsl,5.2.0,0.19.0,BSD-3-Clause,7,16
457,IzumiSy,IzumiSy/elm-firestore,1.0.0,0.19.0,MIT,7,11
458,ursi,ursi/support,2.0.0,0.19.0,BSD-3-Clause,2,3
459,newmana,newmana/chroma-elm,18.0.2,0.19.0,Apache-2.0,4,7
460,newmana,newmana/chroma-elm,18.0.1,0.19.0,Apache-2.0,4,7
461,justinrassier,justinrassier/elm-contribution-graph,1.0.0,0.19.1,MIT,6,9
462,ContaSystemer,ContaSystemer/review-noregex,1.0.1,0.19.0,BSD-3-Clause,5,19
463,ContaSystemer,ContaSystemer/review-noregex,1.0.0,0.19.1,BSD-3-Clause,5,19
464,MaybeJustJames,MaybeJustJames/yaml,1.1.0,0.19.0,BSD-3-Clause,3,4
465,ianmackenzie,ianmackenzie/elm-interval,3.0.1,0.19.0,MPL-2.0,2,3
466,tremlab,tremlab/bugsnag-elm,2.0.0,0.19.0,BSD-3-Clause,5,8
467,supermacro,supermacro/elm-antd,3.1.0,0.19.0,MIT,4,8
468,toastal,toastal/either,3.5.2,0.19.0,BSD-3-Clause,2,3
469,hmsk,hmsk/elm-css-modern-normalize,1.0.1,0.19.0,MIT,3,7
470,NoRedInk,NoRedInk/noredink-ui,10.4.0,0.19.0,BSD-3-Clause,17,23
471,thematthopkins,thematthopkins/elm-test-journey,3.0.0,0.19.0,MIT,6,10
472,MartinSStewart,MartinSStewart/elm-audio,3.0.3,0.19.0,BSD-3-Clause,8,11
473,billstclair,billstclair/elm-mastodon,9.0.2,0.19.0,MIT,8,14
474,billstclair,billstclair/elm-mastodon,9.0.1,0.19.0,MIT,8,14
475,billstclair,billstclair/elm-popup-picker,1.1.0,0.19.0,MIT,2,5
476,billstclair,billstclair/elm-popup-picker,1.0.1,0.19.0,MIT,2,5
477,billstclair,billstclair/elm-popup-picker,1.0.0,0.19.0,MIT,2,5
478,PaackEng,PaackEng/paack-ui,1.0.0,0.19.0,BSD-3-Clause,6,8
479,billstclair,billstclair/elm-mastodon,9.0.0,0.19.0,MIT,8,14
480,ianmackenzie,ianmackenzie/elm-interval,3.0.0,0.19.0,MPL-2.0,2,3
481,tremlab,tremlab/bugsnag-elm,1.0.0,0.19.0,BSD-3-Clause,5,8
482,avh4,avh4/elm-program-test,3.3.0,0.19.0,MIT,8,14
483,mbr,mbr/elm-extras,2.0.0,0.19.0,MIT,3,6
484,mbr,mbr/elm-extras,1.2.1,0.19.0,MIT,2,5
485,mbr,mbr/elm-extras,1.2.0,0.19.0,MIT,2,5
486,mbr,mbr/elm-extras,1.1.0,0.19.0,MIT,2,5
487,mbr,mbr/elm-extras,1.0.0,0.19.0,MIT,2,5
488,the-sett,the-sett/elm-aws-core,7.1.0,0.19.0,Apache-2.0,12,16
489,the-sett,the-sett/elm-aws-core,7.0.0,0.19.0,Apache-2.0,12,16
490,jxxcarlson,jxxcarlson/meenylatex,13.0.0,0.19.0,BSD-3-Clause,12,26
491,carwow,carwow/elm-slider,11.1.6,0.19.0,BSD-3-Clause,6,10
492,Orasund,Orasund/elm-ui-widgets,2.0.4,0.19.0,BSD-3-Clause,13,19
493,MaybeJustJames,MaybeJustJames/yaml,1.0.0,0.19.0,BSD-3-Clause,3,4
494,jxxcarlson,jxxcarlson/meenylatex,12.1.0,0.19.0,BSD-3-Clause,12,26
495,billstclair,billstclair/elm-mastodon,8.0.0,0.19.0,MIT,8,14
496,EngageSoftware,EngageSoftware/elm-engage-common,5.0.1,0.19.0,Apache-2.0,38,46
497,matheus23,matheus23/elm-markdown-transforms,2.0.1,0.19.0,MIT,10,28
498,billstclair,billstclair/elm-mastodon,7.0.0,0.19.0,MIT,8,14
499,gege251,gege251/elm-validator-pipeline,2.0.0,0.19.0,BSD-3-Clause,2,3
500,ryannhg,ryannhg/elm-spa,4.1.1,0.19.0,BSD-3-Clause,4,8
501,dillonkearns,dillonkearns/elm-pages,6.0.0,0.19.0,BSD-3-Clause,17,24
502,abradley2,abradley2/elm-calendar,1.0.0,0.19.0,MIT,3,5
503,IzumiSy,IzumiSy/elm-multi-waitable,1.1.2,0.19.0,MIT,1,2
504,Morgan-Stanley,Morgan-Stanley/morphir-elm,2.1.0,0.19.0,Apache-2.0,7,20
505,NoRedInk,NoRedInk/noredink-ui,10.3.0,0.19.0,BSD-3-Clause,17,23
506,phollyer,phollyer/elm-ui-colors,3.0.0,0.19.0,BSD-3-Clause,2,6
507,IzumiSy,IzumiSy/elm-multi-waitable,1.1.1,0.18.0,MIT,1,2
508,supermacro,supermacro/elm-antd,3.0.1,0.19.0,MIT,4,8
509,supermacro,supermacro/elm-antd,3.0.0,0.19.0,MIT,4,8
510,IzumiSy,IzumiSy/elm-multi-waitable,1.1.0,0.19.1,MIT,1,2
511,billstclair,billstclair/elm-svg-button,4.0.0,0.19.0,MIT,6,9
512,phollyer,phollyer/elm-ui-colors,2.0.1,0.19.0,BSD-3-Clause,2,6
513,phollyer,phollyer/elm-ui-colors,2.0.0,0.19.0,BSD-3-Clause,2,6
514,IzumiSy,IzumiSy/elm-multi-waitable,1.0.3,0.19.1,MIT,1,2
515,Orasund,Orasund/elm-ui-widgets,2.0.3,0.19.0,BSD-3-Clause,13,19
516,supermario,supermario/elm-countries,1.1.0,0.19.0,BSD-3-Clause,1,2
517,danhandrea,danhandrea/elm-router,1.0.2,0.19.0,BSD-3-Clause,4,8
518,cappyzawa,cappyzawa/elm-ui-colors,2.1.1,0.19.0,BSD-3-Clause,2,6
519,gege251,gege251/elm-validator-pipeline,1.1.1,0.19.0,BSD-3-Clause,2,3
520,Orasund,Orasund/elm-ui-widgets,2.0.2,0.19.0,BSD-3-Clause,13,19
521,gege251,gege251/elm-validator-pipeline,1.1.0,0.19.0,BSD-3-Clause,2,3
522,gege251,gege251/elm-validator-pipeline,1.0.0,0.19.0,BSD-3-Clause,2,3
523,samuelstevens,samuelstevens/elm-csv,1.0.1,0.19.1,BSD-3-Clause,7,8
524,f0i,f0i/statistics,2.0.0,0.19.0,BSD-3-Clause,1,2
525,tricycle,tricycle/elm-actor-framework-sandbox,1.1.0,0.19.0,BSD-3-Clause,5,11
526,jfmengels,jfmengels/review-common,1.2.1,0.19.0,BSD-3-Clause,4,18
527,jfmengels,jfmengels/review-unused,2.1.3,0.19.0,BSD-3-Clause,4,18
528,jxxcarlson,jxxcarlson/meenylatex,12.0.1,0.19.0,BSD-3-Clause,12,26
529,samuelstevens,samuelstevens/elm-csv,1.0.0,0.19.1,BSD-3-Clause,7,8
530,jfmengels,jfmengels/review-common,1.2.0,0.19.0,BSD-3-Clause,4,18
531,tricycle,tricycle/elm-actor-framework-sandbox,1.0.0,0.19.0,BSD-3-Clause,5,11
532,tricycle,tricycle/elm-actor-framework,1.3.0,0.19.0,BSD-3-Clause,4,8
533,tricycle,tricycle/elm-actor-framework,1.2.0,0.19.0,BSD-3-Clause,4,8
534,tricycle,tricycle/elm-actor-framework,1.1.0,0.19.0,BSD-3-Clause,4,8
535,malaire,malaire/elm-uint64,2.0.0,0.19.0,MIT,1,2
536,IzumiSy,IzumiSy/elm-multi-waitable,1.0.2,0.19.1,MIT,1,2
537,IzumiSy,IzumiSy/elm-multi-waitable,1.0.1,0.19.1,MIT,1,2
538,IzumiSy,IzumiSy/elm-multi-waitable,1.0.0,0.19.1,MIT,1,2
539,jxxcarlson,jxxcarlson/meenylatex,12.0.0,0.19.0,BSD-3-Clause,12,26
540,QiTASC,QiTASC/hatchinq,27.0.0,0.19.0,Apache-2.0,11,15
541,pfcoperez,pfcoperez/elm-playground,1.1.0,0.19.0,BSD-3-Clause,7,12
542,billstclair,billstclair/elm-mastodon,6.0.3,0.19.0,MIT,8,14
543,billstclair,billstclair/elm-mastodon,6.0.2,0.19.0,MIT,8,14
544,elm-community,elm-community/array-extra,2.3.0,0.19.0,MIT,1,2
545,jxxcarlson,jxxcarlson/meenylatex,11.0.2,0.19.0,BSD-3-Clause,12,26
546,NoRedInk,NoRedInk/noredink-ui,10.2.0,0.19.0,BSD-3-Clause,17,23
547,lettenj61,lettenj61/elm-reusable-html,2.0.0,0.19.0,Apache-2.0,2,5
548,pfcoperez,pfcoperez/elm-playground,1.0.1,0.19.0,BSD-3-Clause,7,12
549,pfcoperez,pfcoperez/elm-playground,1.0.0,0.19.0,BSD-3-Clause,7,12
550,tricycle,tricycle/elm-actor-framework,1.0.1,0.19.0,BSD-3-Clause,4,8
551,pd-andy,pd-andy/elm-limiter,1.0.0,0.19.0,MIT,2,5
552,aforemny,aforemny/material-components-web-elm,4.0.0,0.19.0,MIT,4,6
553,jxxcarlson,jxxcarlson/meenylatex,11.0.1,0.19.0,BSD-3-Clause,11,20
554,danhandrea,danhandrea/elm-router,1.0.1,0.19.0,BSD-3-Clause,4,8
555,danhandrea,danhandrea/elm-router,1.0.0,0.19.0,BSD-3-Clause,4,8
556,MichaelCombs28,MichaelCombs28/elm-css-bulma,1.0.0,0.19.1,MIT,3,7
557,Chadtech,Chadtech/elm-money,4.0.1,0.19.1,BSD-3-Clause,1,2
558,Chadtech,Chadtech/elm-money,4.0.0,0.19.1,BSD-3-Clause,1,2
559,Chadtech,Chadtech/elm-money,3.0.1,0.19.1,BSD-3-Clause,1,2
560,Chadtech,Chadtech/elm-money,3.0.0,0.19.1,BSD-3-Clause,1,2
561,tesk9,tesk9/palette,3.0.1,0.19.0,BSD-3-Clause,2,3
562,billstclair,billstclair/elm-mastodon,6.0.1,0.19.0,MIT,8,14
563,jxxcarlson,jxxcarlson/elm-markdown,9.2.16,0.19.0,BSD-3-Clause,15,31
564,jxxcarlson,jxxcarlson/elm-markdown,9.2.15,0.19.0,BSD-3-Clause,15,31
565,tesk9,tesk9/palette,3.0.0,0.19.0,BSD-3-Clause,2,3
566,lettenj61,lettenj61/elm-reusable-html,1.0.0,0.19.0,Apache-2.0,2,5
567,brian-watkins,brian-watkins/elm-spec,3.0.1,0.19.1,MIT,8,10
568,abadi199,abadi199/elm-input-extra,5.2.4,0.19.0,BSD-3-Clause,6,8
569,supermacro,supermacro/elm-antd,2.0.0,0.19.0,MIT,4,8
570,billstclair,billstclair/elm-mastodon,6.0.0,0.19.0,MIT,8,14
571,Herteby,Herteby/simplex-noise,1.2.2,0.19.0,MIT,3,6
572,EngageSoftware,EngageSoftware/elm-engage-common,5.0.0,0.19.0,Apache-2.0,38,46
573,thematthopkins,thematthopkins/elm-test-journey,2.1.0,0.19.0,MIT,6,10
574,QiTASC,QiTASC/hatchinq,26.0.0,0.19.0,Apache-2.0,11,15
575,tricycle,tricycle/elm-actor-framework-template-html,1.0.1,0.19.0,BSD-3-Clause,7,15
576,FabienHenon,FabienHenon/jsonapi,2.3.0,0.19.0,BSD-3-Clause,4,9
577,EngageSoftware,EngageSoftware/elm-dnn-http,2.1.0,0.19.0,Apache-2.0,7,13
578,gampleman,gampleman/elm-examples-helper,1.0.0,0.19.0,MIT,7,13
579,billstclair,billstclair/elm-mastodon,5.0.1,0.19.0,MIT,8,14
580,tricycle,tricycle/elm-actor-framework-template-markdown,1.0.0,0.19.0,BSD-3-Clause,5,13
581,tricycle,tricycle/elm-actor-framework-template-html,1.0.0,0.19.0,BSD-3-Clause,7,15
582,tricycle,tricycle/elm-actor-framework-template,1.0.0,0.19.0,BSD-3-Clause,1,2
583,tricycle,tricycle/elm-actor-framework,1.0.0,0.19.0,BSD-3-Clause,4,8
584,whale9490,whale9490/elm-split-pane,1.0.0,0.19.0,BSD-3-Clause,9,10
585,the-sett,the-sett/elm-localstorage,3.0.0,0.19.0,MIT,3,5
586,aforemny,aforemny/material-components-web-elm,3.0.3,0.19.0,MIT,4,6
587,hmsk,hmsk/elm-css-modern-normalize,1.0.0,0.19.0,MIT,3,7
588,NoRedInk,NoRedInk/noredink-ui,10.1.0,0.19.0,BSD-3-Clause,17,23
589,Morgan-Stanley,Morgan-Stanley/morphir-elm,2.0.0,0.19.0,Apache-2.0,7,20
590,the-sett,the-sett/elm-auth-aws,4.0.0,0.19.0,BSD-3-Clause,13,23
591,the-sett,the-sett/elm-localstorage,2.0.0,0.19.0,MIT,3,5
592,wells-wood-research,wells-wood-research/elm-molecules,2.0.0,0.19.1,MIT,4,9
593,billstclair,billstclair/elm-mastodon,5.0.0,0.19.0,MIT,8,14
594,kalutheo,kalutheo/elm-ui-explorer,8.0.0,0.19.0,BSD-3-Clause,7,18
595,billstclair,billstclair/elm-mastodon,4.0.2,0.19.0,MIT,8,14
596,billstclair,billstclair/elm-mastodon,4.0.1,0.19.0,MIT,8,14
597,billstclair,billstclair/elm-mastodon,4.0.0,0.19.0,MIT,8,14
598,billstclair,billstclair/elm-mastodon,3.0.1,0.19.0,MIT,8,14
599,billstclair,billstclair/elm-mastodon,3.0.0,0.19.0,MIT,8,14
600,ianmackenzie,ianmackenzie/elm-3d-scene,1.0.1,0.19.0,MPL-2.0,13,19
601,ianmackenzie,ianmackenzie/elm-3d-scene,1.0.0,0.19.0,MPL-2.0,13,19
602,malaire,malaire/elm-uint64,1.1.0,0.19.0,MIT,1,2
603,jxxcarlson,jxxcarlson/elm-markdown,9.2.14,0.19.0,BSD-3-Clause,15,31
604,ianmackenzie,ianmackenzie/elm-units,2.6.0,0.19.0,BSD-3-Clause,2,3
605,sparksp,sparksp/elm-review-forbidden-words,1.0.1,0.19.0,MIT,5,19
606,supermacro,supermacro/elm-antd,1.0.0,0.19.0,MIT,5,11
607,oaalto,oaalto/time-values,2.0.0,0.19.0,BSD-3-Clause,1,2
608,oaalto,oaalto/time-values,1.0.0,0.19.1,BSD-3-Clause,1,2
609,QiTASC,QiTASC/hatchinq,25.2.1,0.19.0,Apache-2.0,11,15
610,thematthopkins,thematthopkins/elm-test-journey,2.0.0,0.19.0,MIT,6,10
